sentiment_text,rate
vice_president joe_biden cheerleader china president put china notice da,1
president promised american_people would nominate judges interpret constitution faithf,1
donnot_worry united_states great,1
hey georgia early_voting begins today jim crow joe years provide solutions country prov,1
president trump ’ leadership arizona leading great american comeback country great back,1
art_deal good start,1
delivers americans,0
think gary definition ?,0
read excerpt think_like champion donald_trump,1
definitely different,1
really hate,-1
tonight episode apprentice one wonnot want miss sure_tune nbc,1
last name bad_ratings,-1
says spend $ get_elected match preserving options,0
worst employee today,-1
bernie madoff tony la russa today,0
un condemning nothing syria ? disgrace,1
order save medicare stop record premium increases must repeal obamacare,1
know call quits keep moving_forward donald_trump,0
donald_trump wishing everyone wonderful holiday & happy healthy prosperous new_year let ’ think_like champions,1
trump_international tower_chicago ranked th tallest building world council tall buildings & urban habitat,0
wishing happy bountiful thanksgiving,1
donald_trump partners tv new reality series entitled omarosa ultimate merger,1
work begun ahead_schedule build greatest golf_course history trump_international – scotland,1
donald_trump ivanka jared ’ wedding spectacular make beautiful couple ’ proud father,1
hear donald_trump discuss big gov spending banks & taxes world neil_cavuto,0
watch_video ivanka trump sharing business advice entrepreneurial women gma,1
read donald_trump say daughter_ivanka upcoming new_book trump card,0
lot people imagination cannot execute execute imagination donald_trump,0
read donald_trump top ten tips success,1
hysterical dsrl videos featuring donald_trump double trump plus enter golden lick race sweepstakes,-1
donald_trump bids buy oreo double stuf racing league check,0
reminder miss_universe competition live bahamas tonight @ ( est ) nbc,-1
watch miss_universe competition live bahamas sunday @ ( et ) nbc,-1
watch donald_trump recent appearance late show david_letterman,0
ivanka twitter follow terrific weekend,1
think ’ first step use power utilize develop capability donald_trump,0
browse donald_trump summer reading list business success trump university blog,1
check list donald_trump books summer reading trump university blog,0
congrats winners around_world entered think_like champion signed book keychain contest,1
donald_trump backs ' apprentice ' randal pinkett lieutenant governor,-1
aware things seem inexplicable big step towards innovation donald_trump,1
safe happy independence_day one enjoy donald_trump,1
watch powerful frank interview donald_trump economy greta_van susteren record,1
michael jackson great friend spectacular entertainer ’ devastating loss donald_trump,1
thank,1
wishing happy father day dad champion today everyday,1
fb vanity urls sf chronicle david beckham one first along britney spears & donald_trump,-1
thanks thoughtful birthday wishes – donald_trump,1
today donald_trump birthday send woulday wishes,1
last_week enter think_like champion signed book keychain contest,1
donnot problems pretending donnot run business – donald_trump,-1
check donald_trump new igoogle showcase page,0
higher self direct opposition comfort zone donald_trump,1
know donald_trump facebook ? become fan today,1
donnot_forget enter think_like champion signed book keychain contest,1
keep fast short direct whatever donald_trump,0
read great interview donald_trump appeared new_york times magazine,1
always know could precipice something great donald_trump,1
days could_use little power trumpative thinking – barnesandnoble com,0
win lives champion view moment donald_trump,1
’ afraid unique like afraid best self donald_trump,1
achiever achieves not_plateau ’ beginning donald_trump,0
enter think_like champion signed book keychain contest,1
strive wholeness keep sense wonder intact donald_trump,1
listen interview donald_trump discussing new_book think_like champion,1
miss_usa tara conner not fired always believer second chances says donald_trump,1
persona never wallflower ’ rather build walls cling donald_trump,0
new blog post celebrity_apprentice finale lessons learned along way,0
donald_trump reads top ten financial tips late show david_letterman funny,1
donald_trump appearing view tomorrow_morning discuss celebrity_apprentice new_book think_like champion,1
sure_tune watch donald_trump late_night david_letterman presents top ten list tonight,1
wishing everyone happy healthy prosperous new_year,1
wishing everyone happy holiday season,1
